Name（当前作者）,Value（该作者引用过的作者及引用次数）
Jelle Don,"{'Tsunekazu Saito': 1, 'Thomas Johansson': 1, 'Keita Xagawa': 1, 'Dominique Unruh': 1, 'Phillip Rogaway': 1, 'David Derler': 1, 'Amos Fiat': 1, 'Ran Canetti': 1, 'Markulf Kohlweiss': 1, 'Erdem Alkim': 1, 'PierreAlain Fouque': 1, 'Eyal Kushilevitz': 1, 'Mihir Bellare': 1, 'Oded Goldreich': 1, 'Edward Eaton': 1, 'Michel Abdalla': 1, 'Nina Bindel': 1, 'Qipeng Liu': 1, 'Melissa Chase': 1, 'Irene Giacomelli': 1, 'Thomas Peyrin': 1, 'Marc Fischlin': 1, 'Yuval Ishai': 1, 'Jesper Madsen': 1}"
Serge Fehr,"{'Tsunekazu Saito': 1, 'Thomas Johansson': 1, 'Keita Xagawa': 1, 'Dominique Unruh': 1, 'Phillip Rogaway': 1, 'David Derler': 1, 'Amos Fiat': 1, 'Ran Canetti': 1, 'Markulf Kohlweiss': 1, 'Erdem Alkim': 1, 'PierreAlain Fouque': 1, 'Eyal Kushilevitz': 1, 'Mihir Bellare': 1, 'Oded Goldreich': 1, 'Edward Eaton': 1, 'Michel Abdalla': 1, 'Nina Bindel': 1, 'Qipeng Liu': 1, 'Melissa Chase': 1, 'Irene Giacomelli': 1, 'Thomas Peyrin': 1, 'Marc Fischlin': 1, 'Yuval Ishai': 1, 'Jesper Madsen': 1}"
Related Work,"{'Oriol Vinyals': 1, 'Xiuwen Yi': 1, 'Kyunghyun Cho': 1, 'Tao Zou': 1, 'Biswanath Mukherjee': 1, 'Ilya Sutskever': 1, 'Jennifer Yick': 1, 'Xuan Liang': 1, 'Jingguang Zhou': 1, 'Jinsung Yoon': 1, 'Diederik Kingma': 1, 'Qianli Ma': 1, 'Karin GroothuisOudshoorn': 1, 'Dzmitry Bahdanau': 1, 'Zhengping Che': 1, 'Wei Cao': 1, 'Curran Associates': 1, 'Yu Zheng': 1, 'Enrique Alba': 1, 'Sanjay Purushotham': 1, 'Dong Wang': 1, 'Lifeng Shen': 1}"
VRUNDA DAVE,"{'Olivier Gauwin': 1, 'Uniform Continuity': 1, 'Deciding Continuity': 1, 'In AFT': 1}"
BENNY KIMELFELD,"{'Sen Wu': 2, 'Reg Poly': 1, 'Preliminary Results': 1, 'Document Spanners': 1, 'Main Results': 1, 'Tova Milo': 1, 'Semiring Encodings': 1, 'Evaluation Problems': 1, 'Let AK': 1, 'By Proposition': 1, 'Pierre Bourhis': 1, 'Enumeration Problems': 1, 'Benny Kimelfeld': 1, 'In Sections': 1, 'Sylvain Lombardy': 1, 'Fundamental Properties': 1, 'Concluding Remarks': 1}"
Jeremy Van,{'TY Tai': 1}
Chris Blondia,{'TY Tai': 1}
Finite Type,{'JJ Pansiot': 1}
JOHANNES DOLESCHAL,"{'Tova Milo': 1, 'Semiring Encodings': 1, 'Evaluation Problems': 1, 'Let AK': 1, 'By Proposition': 1, 'Sen Wu': 1, 'Pierre Bourhis': 1, 'Enumeration Problems': 1, 'Benny Kimelfeld': 1, 'In Sections': 1, 'Sylvain Lombardy': 1, 'Fundamental Properties': 1, 'Concluding Remarks': 1}"
WIM MARTENS,"{'Tova Milo': 1, 'Semiring Encodings': 1, 'Evaluation Problems': 1, 'Let AK': 1, 'By Proposition': 1, 'Sen Wu': 1, 'Pierre Bourhis': 1, 'Enumeration Problems': 1, 'Benny Kimelfeld': 1, 'In Sections': 1, 'Sylvain Lombardy': 1, 'Fundamental Properties': 1, 'Concluding Remarks': 1}"
BULETINUL STIINTIFIC,"{'LJ Chen': 1, 'CC Han': 1, 'KC Wang': 1, 'MB Srivastava': 1, 'KK Saluja': 1}"
Samuele Giraudo,{'By Claim': 1}
WILLEM CONRADIE,{'Morgan Kaufmann': 2}
SALIH DURHAN,{'Morgan Kaufmann': 2}
James Haley,{'Forest Meteorology': 1}
Heinke Hihn,{'Von Neumann': 1}
Sebastian Gottwald,{'Von Neumann': 1}
Zhigang Cao,"{'MB Schmidt': 1, 'MH Tsay': 1, 'NG Mankiw': 1, 'AD Taylor': 1, 'DJ Berri': 1, 'When WCi': 1, 'WH Riker': 1, 'LS Shapley': 1, 'MO Jackson': 1, 'XG Yang': 1, 'SC Littlechild': 1, 'RM Thrall': 1, 'EW Packel': 1, 'YA Hwang': 1, 'ZG Cao': 1, 'WS Zwicker': 1, 'CH Papadimitriou': 1, 'In CWMMG': 1, 'BR Humphreys': 1, 'DR Howard': 1, 'TR Barraquer': 1, 'MJ Holler': 1, 'Output MWC': 1, 'PC Fishburn': 1, 'RW Irving': 1, 'SS Fatima': 1, 'RW Rosenthal': 1, 'CY Ko': 1, 'LS Penrose': 1, 'CC Hu': 1, 'AN AN': 1, 'LA Goldberg': 1, 'DF Manlove': 1, 'DM Kreps': 1, 'JF Banzhaf': 1, 'PH Edelman': 1, 'JM Bilbao': 1, 'DS Felsenthal': 1, 'JT Howson': 1, 'EJ McDermid': 1, 'JM AlonsoMeijide': 1, 'SJ Brams': 1, 'DS Johnson': 1, 'WF Lucas': 1}"
Xiaoguang Yang,"{'MB Schmidt': 1, 'MH Tsay': 1, 'NG Mankiw': 1, 'AD Taylor': 1, 'DJ Berri': 1, 'When WCi': 1, 'WH Riker': 1, 'LS Shapley': 1, 'MO Jackson': 1, 'XG Yang': 1, 'SC Littlechild': 1, 'RM Thrall': 1, 'EW Packel': 1, 'YA Hwang': 1, 'ZG Cao': 1, 'WS Zwicker': 1, 'CH Papadimitriou': 1, 'In CWMMG': 1, 'BR Humphreys': 1, 'DR Howard': 1, 'TR Barraquer': 1, 'MJ Holler': 1, 'Output MWC': 1, 'PC Fishburn': 1, 'RW Irving': 1, 'SS Fatima': 1, 'RW Rosenthal': 1, 'CY Ko': 1, 'LS Penrose': 1, 'CC Hu': 1, 'AN AN': 1, 'LA Goldberg': 1, 'DF Manlove': 1, 'DM Kreps': 1, 'JF Banzhaf': 1, 'PH Edelman': 1, 'JM Bilbao': 1, 'DS Felsenthal': 1, 'JT Howson': 1, 'EJ McDermid': 1, 'JM AlonsoMeijide': 1, 'SJ Brams': 1, 'DS Johnson': 1, 'WF Lucas': 1}"
ELLIOT KAPLAN,"{'Los Alamitos': 1, 'Sebastien Jodogne': 1, 'Stephane Rassart': 1, 'Louis Bronne': 1, 'By Fact': 1}"
RUOYU MENG,"{'Los Alamitos': 1, 'Sebastien Jodogne': 1, 'Stephane Rassart': 1, 'Louis Bronne': 1, 'By Fact': 1}"
Denis Efremov,"{'Portugal March': 1, 'FramaC Silicon': 1, 'CEA LIST': 1}"
Mikhail Mandrykin,"{'Portugal March': 1, 'FramaC Silicon': 1, 'CEA LIST': 1}"
Alexey Khoroshilov,"{'Portugal March': 1, 'FramaC Silicon': 1, 'CEA LIST': 1}"
Igor Grabec,{'Eds Balogh': 1}
Mihael Sok,{'Eds Balogh': 1}
Radio Electronics,{'Syerov Yu': 1}
ADRIEN DURIER,{ 'Daniela Petrisan': 1}
DANIEL HIRSCHKOFF,{ 'Daniela Petrisan': 1}
Soheil Esmaeilzadeh,{'Figures Alzheimers': 1}
Leo Cazenille,{'Pan Stanford': 1}
Nicolas Bredeche,{'Pan Stanford': 1}
ADRIAN FRANCALANZA,"{'Naoki Kobayashi': 1, 'Michael Kaminski': 1, 'Anthony Hosking': 1, 'Dov Bulka': 1, 'Oscar Nierstrasz': 1, 'Frederick Smith': 1, 'Gerald Luttgen': 1, 'Orna Kupferman': 1, 'David Walker': 1, 'Tony Hoare': 1, 'Gerard Boudol': 1, 'Edsko DeVries': 1, 'Richard Jones': 1, 'David Pym': 1, 'Richard Bornat': 1, 'Atsushi Igarashi': 1, 'Jurriaan Hage': 1, 'Erik Barendsen': 1, 'Astrid Kiehn': 1, 'Michele Boreale': 1, 'Julian Rathke': 1, 'Stefan Holdermans': 1, 'Kohei Honda': 1, 'Lucia Acciai': 1, 'Orna Grumberg': 1, 'Kohei Suenaga': 1, 'Adrian Francalanza': 1}"
EDSKO DEVRIES,"{'Naoki Kobayashi': 1, 'Michael Kaminski': 1, 'Anthony Hosking': 1, 'Dov Bulka': 1, 'Oscar Nierstrasz': 1, 'Frederick Smith': 1, 'Gerald Luttgen': 1, 'Orna Kupferman': 1, 'David Walker': 1, 'Tony Hoare': 1, 'Gerard Boudol': 1, 'Edsko DeVries': 1, 'Richard Jones': 1, 'David Pym': 1, 'Richard Bornat': 1, 'Atsushi Igarashi': 1, 'Jurriaan Hage': 1, 'Erik Barendsen': 1, 'Astrid Kiehn': 1, 'Michele Boreale': 1, 'Julian Rathke': 1, 'Stefan Holdermans': 1, 'Kohei Honda': 1, 'Lucia Acciai': 1, 'Orna Grumberg': 1, 'Kohei Suenaga': 1, 'Adrian Francalanza': 1}"
Xingshi He,"{'Ackley DH': 1, 'Silva GFA': 1, 'Nigdeli SM': 1, 'Yang XS': 1, 'Ren ZH': 1, 'Abdelaziz AY': 1, 'Shuib NLM': 1, 'Waser NW': 1, 'Eberhart RC': 1, 'Gutjahr WJ': 1, 'He XS': 1, 'Luo YP': 1, 'Alam DF': 1, 'Dubey HM': 1, 'Yousri DA': 1, 'Cuckoo Search': 1, 'Sayed SA': 1, 'Zhou YQ': 1, 'Ali ES': 1}"
XinShe Yang,"{'Ackley DH': 1, 'Silva GFA': 1, 'Nigdeli SM': 1, 'Yang XS': 1, 'Ren ZH': 1, 'Abdelaziz AY': 1, 'Shuib NLM': 1, 'Waser NW': 1, 'Eberhart RC': 1, 'Gutjahr WJ': 1, 'He XS': 1, 'Luo YP': 1, 'Alam DF': 1, 'Dubey HM': 1, 'Yousri DA': 1, 'Cuckoo Search': 1, 'Sayed SA': 1, 'Zhou YQ': 1, 'Ali ES': 1}"
Yuxin Zhao,"{'Ackley DH': 1, 'Silva GFA': 1, 'Nigdeli SM': 1, 'Yang XS': 1, 'Ren ZH': 1, 'Abdelaziz AY': 1, 'Shuib NLM': 1, 'Waser NW': 1, 'Eberhart RC': 1, 'Gutjahr WJ': 1, 'He XS': 1, 'Luo YP': 1, 'Alam DF': 1, 'Dubey HM': 1, 'Yousri DA': 1, 'Cuckoo Search': 1, 'Sayed SA': 1, 'Zhou YQ': 1, 'Ali ES': 1}"
JULIAN GUTIERREZ,"{'Muhammad Najib': 1, 'Paul Harrenstein': 1, 'Julian Gutierrez': 1, 'Alessio Lomuscio': 1, 'Special Cases': 1, 'Concluding Remarks': 1}"
PAUL HARRENSTEIN,"{'Muhammad Najib': 1, 'Paul Harrenstein': 1, 'Julian Gutierrez': 1, 'Alessio Lomuscio': 1, 'Special Cases': 1, 'Concluding Remarks': 1}"
HSIMING HO,"{'Nicolas Markey': 1, 'Every MTLU': 1}"
PABLO CA,"{'USENIX Association': 1, 'By Proposition': 1, 'Boris Kopf': 1, 'Related Work': 1}"
Nikita Gordienko,"{'Jiang Hui': 1, 'Peng Gang': 1}"
Peng Gang,"{'Jiang Hui': 1, 'Peng Gang': 1}"
Yuri Gordienko,"{'Jiang Hui': 1, 'Peng Gang': 1}"
Wei Zeng,"{'Jiang Hui': 1, 'Peng Gang': 1}"
Oleg Alienin,"{'Jiang Hui': 1, 'Peng Gang': 1}"
Emanuele Rodaro,"{'Daniele DAngeli': 1, 'Dominik Francoeur': 1, 'Emanuele Rodaro': 1}"
Congqing He,"{'Marcos Zampieri': 1, 'WanChen Lin': 1, 'TsungTing Kuo': 1}"
Li Peng,"{'Marcos Zampieri': 1, 'WanChen Lin': 1, 'TsungTing Kuo': 1}"
Yuquan Le,"{'Marcos Zampieri': 1, 'WanChen Lin': 1, 'TsungTing Kuo': 1}"
Jiawei He,"{'Marcos Zampieri': 1, 'WanChen Lin': 1, 'TsungTing Kuo': 1}"
Xiangyu Zhu,"{'Marcos Zampieri': 1, 'WanChen Lin': 1, 'TsungTing Kuo': 1}"
Random Walk,{'DG Wu': 1}
FirstPassage Time,{'DG Wu': 1}
Genetic Algorithm,{'DG Wu': 1}
Adam Chehouri,"{'MM Skolnick': 1, 'CV Quezada': 1}"
Rafic Younes,"{'MM Skolnick': 1, 'CV Quezada': 1}"
Jean Perron,"{'MM Skolnick': 1, 'CV Quezada': 1}"
Adrian Ilinca,"{'MM Skolnick': 1, 'CV Quezada': 1}"
DENISA DIACONESCU,{'Philosophia Verlag': 1}
GEORGE METCALFE,{'Philosophia Verlag': 1}
Jon Beck,"{'Schloss Dagstuhl': 1, 'Algebraic Methods': 1}"
SAMIR DATTA,"{'Raghav Kulkarni': 1, 'Anish Mukherjee': 1}"
ANISH MUKHERJEE,"{'Raghav Kulkarni': 1, 'Anish Mukherjee': 1}"
NILS VORTMEIER,"{'Raghav Kulkarni': 1, 'Anish Mukherjee': 1}"
Koen Claessen,"{'Fabio Somenzi': 1, 'Zyad Hassan': 1, 'WM Wonham': 1, 'Laura Kovacs': 1, 'Alessandro Cimatti': 1, 'Alberto Griggio': 1, 'Robert Brayton': 1, 'Niklas Sorensson': 1, 'Sajed Miremadi': 1, 'Bengt Lennartson': 1, 'Rajeev Motwani': 1, 'Alan Mishchenko': 1, 'Knut Akesson': 1, 'PJ Ramadge': 1, 'Niklas Een': 1}"
Jonatan Kilhamn,"{'Fabio Somenzi': 1, 'Zyad Hassan': 1, 'WM Wonham': 1, 'Laura Kovacs': 1, 'Alessandro Cimatti': 1, 'Alberto Griggio': 1, 'Robert Brayton': 1, 'Niklas Sorensson': 1, 'Sajed Miremadi': 1, 'Bengt Lennartson': 1, 'Rajeev Motwani': 1, 'Alan Mishchenko': 1, 'Knut Akesson': 1, 'PJ Ramadge': 1, 'Niklas Een': 1}"
Bengt Lennartson,"{'Fabio Somenzi': 1, 'Zyad Hassan': 1, 'WM Wonham': 1, 'Laura Kovacs': 1, 'Alessandro Cimatti': 1, 'Alberto Griggio': 1, 'Robert Brayton': 1, 'Niklas Sorensson': 1, 'Sajed Miremadi': 1, 'Bengt Lennartson': 1, 'Rajeev Motwani': 1, 'Alan Mishchenko': 1, 'Knut Akesson': 1, 'PJ Ramadge': 1, 'Niklas Een': 1}"
DOMINIQUE PERRIN,"{'MP Beal': 1, 'JY Cai': 1, 'JE Pin': 1}"
AND JEAN,"{'MP Beal': 1, 'JY Cai': 1, 'JE Pin': 1}"
ERIC PIN,"{'MP Beal': 1, 'JY Cai': 1, 'JE Pin': 1}"
ALESSANDRO FACCHINI,{'Marcel Dekker': 1}
YOICHI HIRAI,{'Marcel Dekker': 1}
MAARTEN MARX,{'Marcel Dekker': 1}
Via Buonarroti,"{'LO Arkeryd': 1, 'Functional Extensions': 1, 'SA Ng': 1, 'Final Remarks': 1, 'Open Questions': 1, 'CC Chang': 1, 'NJ Cutland': 1}"
ABSTRACT COMPLETION,"{'Finite Runs': 1, 'Ground Completion': 1, 'Bendix KB': 1, 'Using Lemma': 1, 'Ordered Completion': 1}"
Sourya Dey,{'San Francisco': 1}
Yinan Shao,{'San Francisco': 1}
Kirsten Winter,"{'JA Bergstra': 1, 'RJ Colvin': 1}"
SEBASTIAN ENQVIST,"{'RJ Wood': 1, 'JD Ullman': 1, 'JE Hopcroft': 1, 'AW Mostowski': 1, 'HP Gumm': 1, 'CS Jutla': 1, 'Coalgebraic MSO': 1, 'GM Kelly': 1, 'DA Martin': 1, 'AE Emerson': 1}"
FATEMEH SEIFAN,"{'RJ Wood': 1, 'JD Ullman': 1, 'JE Hopcroft': 1, 'AW Mostowski': 1, 'HP Gumm': 1, 'CS Jutla': 1, 'Coalgebraic MSO': 1, 'GM Kelly': 1, 'DA Martin': 1, 'AE Emerson': 1}"
CLOVIS EBERHART,"{'Silvia Crafa': 1, 'Mogens Nielsen': 1, 'Higher Categories': 1, 'Nadia Busi': 1, 'Silvain Rideau': 1, 'Gerard Berry': 1, 'Marco Pistore': 1, 'Ian Stark': 1, 'By Lemma': 1, 'Arend Rensink': 1, 'Russell Harmer': 1, 'Jan Rutten': 1, 'Daniele Varacca': 1, 'Martin Hyland': 1, 'Simon Castellan': 1, 'John Power': 1, 'Alan Schmitt': 1, 'Let DW': 1, 'Pierre Clairambault': 1, 'Ed Brinksma': 1, 'Ioana Cristescu': 1, 'Takeshi Tsukada': 1, 'Rance Cleaveland': 1, 'Gregor Gosler': 1, 'Gordon Plotkin': 1, 'In Section': 1, 'Ugo Montanari': 1, 'Jean Krivine': 1, 'Roberto Bruni': 1, 'Tom Hirschowitz': 1, 'Marco Grandis': 1, 'Samson Abramsky': 1, 'In Set': 1, 'Radha Jagadeesan': 1, 'Michele Boreale': 1, 'Davide Sangiorgi': 1, 'Andre Joyal': 1, 'In Example': 1, 'Julian Rathke': 1, 'Clovis Eberhart': 1, 'Stephen Lack': 1, 'Guy McCusker': 1, 'If WX': 1, 'Flavio Corradini': 1}"
Christian Estler,{'Flat Weakening': 1}
Jialin Liu,{'Missile Command': 1}
Cetin Savkli,{ 'MX Vinh': 1}
Ryan Carr,{ 'MX Vinh': 1}
Philip Graff,{ 'MX Vinh': 1}
Lauren Kennell,{ 'MX Vinh': 1}
Alexandre Donzé,{'Alexandre Donzé': 1}
ANDREW POLONSKY,"{'JR Kennaway': 1, 'Schloss Dagstuhl': 1, 'HP Barendregt': 1, 'Tobias Nipkow': 1, 'JW Klop': 1}"
Riemannian Manifolds,"{'Vision Computing': 1, 'MT Sun': 1, 'SR Ke': 1, 'CC Chen': 1}"
STRONG TERMINATION,{'Van Bakel': 1}
NADIME FRANCIS,"{'Serge Abiteboul': 1, 'Tomas Feder': 1, 'Alan Nash': 1, 'Richard Hull': 1, 'Diego Calvanese': 1}"
