author,h_index,total_citations,paper_count
Rocco Zaccagnino,1,5,1
Rosalba Zizza,1,5,1
Matteo Tiezzi,1,5,1
Stefano Melacci,1,5,1
Marco Maggini,1,5,1
Angelo Frosini,1,5,1
Sjouke Mauw,1,1,1
Yunior Ram¨ªrez-Cruz,1,1,1
Uttaran Bhattacharya,1,39,1
Markus D. Foote,1,16,2
Pouya Sabouri,1,1,1
Amit Sawant,1,16,2
Sarang C. Joshi,1,1,1
Timo C. Wunderlich,1,2,1
Akos F. Kungl,1,2,1
Eric M¨¹ller,1,2,1
Johannes Schemmel,1,2,1
Mihai Petrovici,1,2,1
Chiranjibi Sitaula,1,14,1
Yong Xiang,1,14,1
Sunil Aryal,1,14,1
Xuequan Lu,1,14,1
Abdelrahman Zayed,1,4,1
Hassan Rivaz,1,4,1
Maria Ines Meyer,1,3,1
Marcello Pelillo,1,1,1
Dibyayan Chakraborty,1,8,1
Harmender Gahlawat,1,8,1
Subir Kumar Ghosh,1,8,1
Bodhayan Roy,1,8,1
Pedro Machado,1,5,1
Georgina Cosma,1,5,1
T. M McGinnity,1,5,1
Stephen Piddock,1,13,1
Nina Tuluptceva,1,5,1
Jelena Fiosina,1,5,1
Maksims Fiosins,1,5,1
Stefan Bonn,1,5,1
Sanjay Jain,1,25,1
Samuel Seah,1,25,1
Roy Mennicke,1,8,1
Gerald L¨¹ttgen,1,34,1
Walter Vogler,1,34,1
Sukhpal Singh,1,24,1
Harinder Singh,1,24,1
Ibrahim Kabiru Musa,1,3,1
Stuart Walker,1,3,1
Carl A. Miller,1,11,1
Peter Hines,1,4,1
Sebastian M¨¹ller,1,7,1
Sherif M. Abuelenin,1,17,1
Adel Y. Abul-Magd,1,17,1
Sinem Aslan,1,1,1
Irina Fedulova,1,5,1
Anton Konushin,1,5,1
Tazin Afrin,1,3,1
Diane Litman,1,3,1
Libor Barto,1,151,2
K. R. Jayaram,1,9,1
Junyi Tu,1,6,1
Mustafa Hajij,1,6,1
Paul Rosen,1,6,1
Brendon Boldt,1,4,1
Taisuke Izumi,1,32,1
Fr¨¦d¨¦ric Magniez,1,32,1
Gabriele Valvano,1,8,1
Agisilaos Chartsias,1,8,1
Andrea Leo,1,8,1
Michael Widom,1,8,1
Th¨¦r¨¨se Baldeweck,1,8,1
Nguyen Anh Khoa Doan,1,39,1
Wolfgang Polifke,1,39,1
Kyle E. Niemeyer,1,1,1
Sotirios A. Tsaftaris,1,8,1
Davide Taibi,1,70,1
Valentina Lenarduzzi,1,70,1
Claus Pahl,1,70,1
Sara Giuliani,1,2,1
Francesco Masillo,1,2,1
Romeo Rizzi,1,2,1
Mohammadreza Baharani,1,10,1
Shrey Mohan,1,10,1
Bart Bakker,1,5,1
Carlos Segarra,1,21,1
Ricard Delgado-Gonzalo,1,21,1
Mathieu Lemay,1,21,1
Pierre-Louis Aublin,1,21,1
Hamed Tabkhi,1,10,1
Benoit Charbonneau,1,1,1
Spencer Whitehead,1,1,1
Etienne Decenci¨¨re,1,8,1
Santiago Velasco-Forero,1,8,1
Fu Min,1,8,1
Juanjuan Chen,1,8,1
H¨¦l¨¨ne Burdin,1,8,1
Gervais Gauthier,1,8,1
Bruno La?,1,8,1
Thomas Bornschloegl,1,8,1
Xiaokang Zhang,1,2,1
Inge Jonassen,1,2,1
Xiao Chen,1,2,1
Zhi-Gang Jia,1,2,1
Yunfeng Cai,1,2,1
?t¨§p¨¢n Holub,1,2,2
Moti Freiman,1,2,1
Hannes Nickisch,1,2,1
Holger Schmitt,1,2,1
Pal Maurovich-Horvat,1,2,1
Patrick Donnelly,1,2,1
Mani Vembar,1,2,1
Liran Goshen,1,2,1
Sandro Stucki,1,11,1
C¨¦sar S¨¢nchez,1,11,1
Gerardo Schneider,1,11,1
Tamara Radivilova,1,21,1
Lyudmyla Kirichenko,1,21,1
Dmytro Ageiev,1,21,1
Vitalii Bulakh,1,21,1
Scott D. Stoller,1,1,1
Peter Pietzuch,1,21,1
Ines Rieger,1,9,1
Thomas Hauenstein,1,9,1
Sebastian Hettenkofer,1,9,1
Jens-Uwe Garbas,1,9,1
Roman Chertovskih,1,3,1
Nathalie T. Khalil,1,3,1
Fernando Lobo Pereira,1,3,1
Jan Laermann,1,15,1
Nils Strodthoff,1,15,1
Tsutomu Kobayashi,1,10,2
Saurav Manchanda,1,3,1
George Karypis,1,3,1
Hanan Hindy,1,20,1
David Brosset,1,20,1
Ethan Bayne,1,20,1
Amar Seeam,1,20,1
Xavier Bellekens,1,20,1
Mei-Xiang Zhao,1,2,1
Lukas Krenz,1,5,1
Leonhard Rannabauer,1,5,1
Michael Bader,1,5,1
Alberto Giaretta,1,6,1
Stefano Pepe,1,6,1
Nicola Dragoni,1,6,1
Maulik Parmar,1,6,1
V. Susheela Devi,1,6,1
Iskander Kalimullin,1,2,1
Hans Schoutens,1,2,1
Frederik Kratzert,1,78,1
Mathew Herrnegger,1,78,1
Daniel Klotz,1,78,1
Sepp Hochreiter,1,78,1
Yanhong A. Liu,1,1,1
Andrea Morichetta,1,11,1
Martino Trevisan,1,11,1
Luca Vassio,1,11,1
Dorian Florescu,1,24,1
Shengcai Liao,1,128,1
Ling Shao,1,128,1
Alain Tchagang,1,8,1
Julio Vald¨¦s,1,8,1
Zhihao Jiang,1,2,1
Haoyu Zhao,1,2,1
Rohit Agrawal,1,7,1
Yi-Hsiu Chen,1,7,1
Salil Vadhan,1,7,1
Laura Giordano,1,2,1
Alberto Policriti,1,2,1
Christian Schaffner,1,143,1
Yusuke Ujitoko,1,27,1
Jason Castiglione,1,2,1
Peter-Michael Seidel,1,2,1
Tullio Traverso,1,7,1
Richard Taupe,1,11,1
Antonius Weinzierl,1,11,1
Gerhard Friedrich,1,11,1
Eliseo P. Vergara,1,2,1
Alexander Wittig,1,2,1
Juan F¨¦lix San-Juan,1,2,1
¨¦tienne Bamas,1,4,1
Morten Mossige,1,10,1
Hein Meling,1,10,1
Mats Carlsson,1,10,1
Alberto Leporati,1,6,1
Luca Manzoni,1,6,1
G¨¹nter Klambauer,1,78,1
Devsi Bantva,1,7,2
Denis I. Saveliev,1,1,1
Marijn van Knippenberg,1,2,1
Vlado Menkovski,1,2,1
Sergio Consoli,1,2,1
Alexandros A. Voudouris,1,62,1
Quentin Roy,1,24,1
Yves Guiard,1,24,1
Gilles Bailly,1,24,1
Eric Lecolinet,1,24,1
Olivier Rioul,1,24,1
Janosch D?cker,1,7,2
Simone Linz,1,7,2
Charles Semple,1,6,1
Chaitanya Bapat,1,11,1
Yuki Ban,1,27,1
Tarun Yadav,1,3,1
Koustav Sadhukhan,1,3,1
Iv¨¢n P¨¦rez,1,2,1
Montserrat San-Mart¨ªn,1,2,1
Rosario L¨®pez,1,2,1
Vyacheslav Gritsenko,1,6,1
Yan Zhao,1,23,1
Lu Liu,1,23,1
Chunhua Liu,1,23,1
Ruoyao Yang,1,23,1
Dong Yu,1,23,1
Andrea Arcuri,1,44,1
Giancarlo Mauri,1,6,1
Antonio E. Porreca,1,6,1
Claudio Zandron,1,6,1
Matheus Henrique Junqueira Saldanha,1,4,1
Paulo S¨¦rgio Lopes de Souza,1,4,1
Maria Kyropoulou,1,62,1
Roni Permana Saputra,1,15,1
Petar Kormushev,1,15,1
Elias J??saari,1,9,1
Ville Hyv?nen,1,9,1
Teemu Roos,1,9,1
Daniele D'Angeli,1,4,1
Emanuele Rodaro,1,4,1
Masood Masjoody,1,9,1
Ladislav Stacho,1,9,1
Erik D. Demaine,1,11,1
Ganesh Baleri,1,11,1
Shivani Inamdar,1,11,1
Anant V Nimkar,1,11,1
Markus Schmidmeier,1,1,1
Liudmyla Nechepurenko,1,6,1
Viktor Voss,1,6,1
Zhimin Huo,1,30,1
William J. Sehnert,1,30,1
Arash Atashpendar,1,2,1
G. Vamsi Policharla,1,2,1
Peter B. R?nne,1,2,1
Peter Y. A. Ryan,1,2,1
Takao Murakami,1,26,1
Mauro Lucci,1,2,1
Yuriy Kochura,1,28,1
Grigor Aslanyan,1,5,1
Utkarsh Porwal,1,5,1
Itsuki Noda,1,8,1
Tomio Kamada,1,8,1
Quoc Hung Ngo,1,24,1
Nhien-An Le-Khac,1,24,1
Tahar Kechadi,1,24,1
Olga Parshina,1,6,1
Anton Andreychuk,1,2,1
Natalia Soboleva,1,2,1
Konstantin Yakovlev,1,2,1
Ansis Rosmanis,1,29,1
Dylan H. Hendrickson,1,11,1
Jayson Lynch,1,11,1
Yucheng Tang,1,12,1
Gareth Funka-Lea,1,12,1
Li Peng,1,25,1
Yuquan Le,1,25,1
Jiawei He,1,25,1
Xiangyu Zhu,1,25,1
Yael Balbastre,1,10,1
Parashkev Nachev,1,10,1
Soheil Esmaeilzadeh,1,94,1
Dimitrios Ioannis Belivanis,1,94,1
Maciej Zamorski,1,2,1
Maciej Zi?ba,1,2,1
Yohsuke Murase,1,8,1
Hiroyasu Matsushima,1,8,1
Apoorva Bharthur Sanjay,1,9,1
Enrico Amico,1,9,1
Shannon L. Risacher,1,9,1
John D. West,1,9,1
Mario Dzemidzic,1,9,1
Andrew Saykin,1,9,1
Liana Apostolova,1,9,1
Andrea Loreggia,1,11,2
Nicholas Mattei,1,10,1
Francesca Rossi,1,10,1
K. Brent Venable,1,10,1
Mikhail Rybakov,1,15,1
Dmitry Shkatov,1,15,1
Maxime Devanne,1,3,1
Sao Mai Nguyen,1,3,1
Congqing He,1,25,1
Alexander A Kurz,1,37,1
Alessandra A Palmigiano,1,37,1
Lakshmi Anantharamu,1,21,1
Maxwell Hutchinson,1,8,1
Fiona Katharina Ewald,1,7,1
Ludwig Bothmann,1,7,1
Marharyta Domnich,1,2,2
Raul Vicente,1,2,2
Jose Florido,1,1,1
He Wang,1,1,1
Amirul Khan,1,1,1
Peter K. Jimack,1,1,1
Kilian M. Pohl,1,94,1
Ehsan Adeli,1,94,1
Diana O. Svaldi,1,9,1
Joaqu¨ªn Go?i,1,9,1
Yucheng Chu,1,8,1
Taylor Darwin,1,8,1
Ahreum Han,1,8,1
Hang Li,1,8,1
Afifa Ghenai,1,2,1
Mohamed Youcef Badaoui,1,2,1
Mohamed Benmohammed,1,2,1
S. Padmavathi,1,47,1
Manojna K. S. S,1,47,1
S. Sphoorthy Reddy,1,47,1
D. Meenakshy,1,47,1
Richard M. Mayr,1,14,1
Lawrence S Moss,1,22,1
Daniel Schwencke,1,22,1
Joost Winter,1,25,1
Jan J. M. Rutten,1,25,1
Andrew D Gordon,1,105,1
Michael Greenberg,1,105,1
James Margetson,1,105,1
Jurgen Van Gael,1,105,1
Lukasz Mikulski,1,5,1
Leonardo I. L. Oliveira,1,2,1
Takakazu Mori,1,5,1
Yoshiki Tsujii,1,5,1
Mariko Yasugi,1,5,1
Marta Bilkova,1,14,1
Xiaoxia Wang,1,1,1
Jakob Nordstrom,1,9,1
Danilo Pianini,1,20,2
Kaiqi Yang,1,8,1
Ming Wang,1,2,1
Shi Feng,1,2,1
Alexander H. Berger,1,2,1
Nico Stucki,1,2,1
Laurin Lux,1,2,1
Hongzhi Wen,1,8,1
Yasemin Copur-Gencturk,1,8,1
Jiliang Tang,1,8,1
Hui Liu,1,8,1
Valentin Gilbert,1,1,1
St¨¦phane Louise,1,1,1
Eric Guiffo Kaigom,1,2,1
Dmitrii Zhemchuzhnikov,1,1,1
Sergei Grudinin,1,1,1
Jo?o Gama,1,1,2
Remi Bonnet,1,10,1
Daniel Rueckert,1,2,1
Ulrich Bauer,1,2,1
Johannes C. Paetzold,1,2,1
Alan Perotti,1,67,2
Vali Tawosi,1,4,1
Salwa Alamir,1,4,1
Xiaomo Liu,1,4,1
Harsh Lunia,1,2,1
Ajoy Mondal,1,2,1
Emad Efatinasab,1,3,1
Francesco Marchiori,1,3,1
Alessandro Brighente,1,3,1
Mirco Rampazzo,1,3,1
Mauro Conti,1,3,1
Huaiwen Zhang,1,2,1
Yu Chen,1,2,1
H¨¦ctor Mart¨ªnez,1,1,1
Enrique S. Quintana-Ort¨ª,1,1,1
Erik Wittern,1,26,1
Alan Cha,1,26,1
Jim A. Laredo,1,26,1
I. S. W. B. Prasetya,1,1,1
Minh An Tran,1,1,1
Bj?rn Barz,1,11,1
Christoph K?ding,1,11,1
Joachim Denzler,1,11,1
Zilong Lin,1,248,1
Yong Shi,1,248,1
Zhi Xue,1,248,1
Vincent Buergin,1,2,1
Suprosanna Shit,1,2,1
Anna Banaszak,1,2,1
Mikhail Mandrykin,1,20,1
Alexey Khoroshilov,1,20,1
Irene C¨®rdoba,1,6,1
Gherardo Varando,1,6,1
Concha Bielza,1,6,1
Pedro Larra?aga,1,6,1
Matus Mihalak,1,9,1
Gregor Ulm,1,21,1
C V Jawahar,1,2,1
Cristian Ram¨ªrez,1,1,1
Adri¨¢n Castell¨®,1,1,1
Babak Salimi,1,5,1
Haoyue Ping,1,5,1
Julia Stoyanovich,1,5,1
Bill Howe,1,5,1
Gang Peng,1,5,1
Costis Melolidakis,1,6,1
Stefanos Leonardos,1,6,1
Constandina Koki,1,6,1
Leo Cazenille,1,6,1
Nicolas Bredeche,1,6,1
Jos¨¦ Halloy,1,6,1
Evgeniy Martyushev,1,8,1
Karlis Freivalds,1,6,1
Burak Satar,1,15,1
Ahmet Emir Dirik,1,15,1
Denis Efremov,1,20,1
Jie Luo,1,3,1
Bruno Madore,1,3,1
Lapo Cioni,1,5,1
Luca Ferrari,1,5,1
Blake E. Zimmerman,1,15,1
Sarang Joshi,1,15,1
Meredydd Williams,1,10,1
Jason R. C. Nurse,1,10,1
Georg L. Grob,1,14,1
?ngelo Cardoso,1,14,1
C. H. Bryan Liu,1,14,1
Emil Gustavsson,1,21,1
Mats Jirstrand,1,21,1
Luke Rodriguez,1,5,1
Matthew Wicker,1,111,1
Wenjie Ruan,1,111,1
Xiaowei Huang,1,111,1
Bernard Berthomieu,1,22,1
Didier Le Botlan,1,22,1
Abdulaziz M. Alayba,1,143,1
Vasile Palade,1,143,1
Rahat Iqbal,1,143,1
Chairi Kiourt,1,2,1
Dimitris Kalles,1,2,1
Panagiotis Kanellopoulos,1,2,1
Jans Glagolevs,1,6,1
Frank Preiswerk,1,3,1
Cheng-Chieh Cheng,1,3,1
Andreas Niggl,1,5,1
Ernst Rank,1,5,1
C. Mulligan,1,19,1
Andrey K. Gorshenin,1,2,1
Victor Yu. Korolev,1,2,1
Evgenii Tsymbalov,1,55,1
Maxim Panov,1,55,1
Alexander Shapeev,1,55,1
David K¨¹gler,1,2,1
Alexander Distergoft,1,2,1
Arjan Kuijper,1,2,1
Duncan A. Little,1,14,1
Benjamin Paul Chamberlain,1,14,1
Min Wu,1,111,1
M. A. Hakim Newton,1,6,1
M. M. A. Polash,1,6,1
Abdul Sattar,1,6,1
Eric M¨¹ller-Budack,1,3,1
Kader Pustu-Iren,1,3,1
Sebastian Diering,1,3,1
Kevin D. Osborn,1,10,1
Waltraut Wustmann,1,10,1
Ya?l Balbastre,1,10,1
Kevin Bronik,1,10,1
Isabel Funke,1,44,1
Alexander Jenke,1,44,1
S?ren Torge Mees,1,44,1
Ralf-Peter Mundani,1,5,1
Alexander D¨¹ster,1,5,1
Jovana Kne?evi?,1,5,1
Shreyas Badiger,1,9,1
Shrey Baheti,1,9,1
J. A. Kropotina,1,4,1
A. M. Bykov,1,4,1
A. M. Krassilchtchikov,1,4,1
K. P. Levenfish,1,4,1
Aleksandr Chuklin,1,11,1
Aliaksei Severyn,1,11,1
Johanne Trippas,1,11,1
Enrique Alfonseca,1,11,1
Hanna Silen,1,11,1
Damiano Spina,1,11,1
Anirban Mukhopadhyay,1,2,1
Majid Namazi,1,6,1
Yuichiro Oyabu,1,16,1
Florian Kauer,1,3,1
Volker Turau,1,3,1
Marko Smilevski,1,18,1
Ilija Lalkovski,1,18,1
Gjorgji Madjarov,1,18,1
Fran?ois Hernandez,1,335,1
Vincent Nguyen,1,335,1
Sahar Ghannay,1,335,1
Natalia Tomashenko,1,335,1
Yannick Est¨¨ve,1,335,1
J¨¹rgen Weitz,1,44,1
Stefanie Speidel,1,44,1
Sebastian Bodenstedt,1,44,1
Takumi Akazaki,1,87,1
Shuang Liu,1,87,1
Yoriyuki Yamagata,1,87,3
Yihai Duan,1,87,1
Jianye Hao,1,87,1
Moreno Marzolla,1,2,1
¨¤ngel Farguell Caus,1,4,1
James Haley,1,4,1
Ana Cort¨¦s Fit¨¦,1,4,1
Phongpitak Trakuldit,1,11,1
Fang Song,1,38,1
Benjamin Hellouin de Menibus,1,1,1
Takeaki Uno,1,1,1
Toru Takisaka,1,16,1
Jiangjun Tang,1,4,1
Hussein Abbass,1,4,1
Maurizio Paolillo,1,3,1
Thomas H. Puzia,1,3,1
Valeria Amaro,1,8,1
Civita Vellucci,1,8,1
Sunoo Park,1,19,1
Silas Richelson,1,19,1
Ryan Curtin,1,116,1
Wojciech Chojnacki,1,1,1
Zygmunt L. Szpak,1,1,1
Nicholas Weber,1,6,1
Valeria de Paiva,1,6,2
Andrey Kutuzov,1,10,1
Maria Kunilovskaya,1,10,1
Anders Hast,1,2,1
Per Cullhed,1,2,1
Ekta Vats,1,2,1
Markus Matilainen,1,11,1
Klaus Nordhausen,1,11,1
Joni Virta,1,11,1
Matthias K?ppe,1,19,2
George Leu,1,4,1
Jens-Wolfhard Schicke-Uffmann,1,24,1
Martin Avanzini,1,16,1
Arpna Shrivastava,1,5,1
R. C. Jain,1,5,1
Nathan Bowler,1,5,1
Victor Khomenko,1,4,1
Reiner H¨¹chting,1,4,1
Zi Chao Wang,1,2,1
Markus Latte,1,10,1
S?awomir Lasota,1,13,1
Alexander P. Kreuzer,1,20,1
Tomer Kotek,1,22,1
Alexey Gotsman,1,40,1
Vinod Vaikuntanathan,1,19,1
An Yan,1,6,1
Nick J. Hay,1,13,1
Adam Safron,1,13,1
John Noll,1,43,1
Mohammad Abdur Razzak,1,43,1
Travis S. Humble,1,11,1
M. V. Polyakov,1,13,1
A. V. Khoperskov,1,13,1
T. V. Zamechnic,1,13,1
Milena Svobodov¨¢,1,3,1
Yu. Gordienko,1,186,1
Jiang Hui,1,186,1
Yu. Kochura,1,186,1
O. Alienin,1,186,1
O. Rokovyi,1,186,1
S. Stirenko,1,186,1
Manjil P. Saikia,1,4,1
Marcos Villagra,1,4,1
Alexander Voronin,1,6,1
Inessa Isaeva,1,6,1
Umang Mathur,1,5,1
Shambwaditya Saha,1,5,1
Gopal P. Sarma,1,13,1
Alexandre Routier,1,23,1
Michael Bacci,1,23,1
St¨¦phanie Allassonni¨¨re,1,23,1
Julian M Bass,1,43,1
Sarah Beecham,1,43,1
Marina Zimmermann,1,36,1
Mostafa Mehdipour Ghazi,1,36,1
Haz?m Kemal Ekenel,1,36,1
Jean-Philippe Thiran,1,36,1
Ramses Sala,1,9,1
Niccolo Baldanzini,1,9,1
Marco Pierini,1,9,1
Javier T. Akagi,1,4,1
Carlos F. Gaona,1,4,1
Fabricio Mendoza,1,4,1
Johannes Kinder,1,28,1
St¨¦phane Grumbach,1,25,1
Robert Riemann,1,25,1
Isabel Wagner,1,26,1
Eerke Boiten,1,26,1
Sergey Grebenjuk,1,6,1
Pascal Lu,1,3,1
Jan-Hendrik Lorenz,1,17,1
Valentin Touzeau,1,837,1
Claire Ma?za,1,837,1
David Mestel,1,3,1
Igor Koval,1,23,1
Jean-Baptiste Schiratti,1,23,1
Istvan Csabai,1,5,1
Eszter Bokanyi,1,5,1
Gabor Vattay,1,5,1
Moritz Schubotz,1,16,1
Norman Meuschke,1,16,1
Jorge Samper-Gonz¨¢lez,1,16,1
Ninon Burgos,1,16,1
Sabrina Fontanella,1,16,1
Hugo Bertin,1,16,1
Marie-Odile Habert,1,16,1
Theodoros Evgeniou,1,16,1
Tuomo K?hk?nen,1,43,1
Tommaso Gagliardoni,1,40,1
Claudio Rizzo,1,28,1
Lorenzo Cavallaro,1,28,1
Sarthak Sharma,1,53,1
Prateeksha Varshney,1,53,1
Alexander Osinsky,1,9,1
Irina Sokolinskaya,1,15,1
Hassan Errami,1,21,1
Michele Boreale,1,23,1
Chi Ling Chan,1,4,1
Justin Lai,1,4,1
Bryan Hooi,1,4,1
Elias Rohrer,1,27,1
Jann-Frederik La?,1,27,1
Florian Tschorsch,1,27,1
Zsofia Kallus,1,5,1
Daniel Kondor,1,5,1
Jozsef Steger,1,5,1
Vahan Nanumyan,1,26,1
Ingo Scholtes,1,26,1
Frank Schweitzer,1,26,1
Amirhossein Tavanaei,1,52,1
Anthony Maida,1,52,1
Thomas Hepp,1,16,1
Howard S. Cohl,1,16,1
Bela Gipp,1,16,1
Marian Daun,1,12,1
Jennifer Brings,1,12,1
Thorsten Weyer,1,12,1
Julien Cassaigne,1,19,1
Julien Leroy,1,19,1
Pushkara Ravindra,1,53,1
Aakash Khochare,1,53,1
Siva Prakash Reddy,1,53,1
Chase Norman,1,2,1
M¨¢rton Hajdu,1,3,1
Giles Reger,1,3,1
Dima Grigoriev,1,21,1
Ovidiu Radulescu,1,21,1
Thomas Sturm,1,21,1
Andreas Weber,1,21,1
Sam Kriegman,1,3,1
Marcin Szubert,1,3,1
Josh C. Bongard,1,3,1
Christian Skalka,1,3,1
Alessio Caminata,1,36,1
Elisa Gorla,1,36,1
Giona Casiraghi,1,26,1
Haoqi He,1,3,1
Michelle Levesque,1,2,1
Mouloud Amazouz,1,2,1
Bal¨¢zs Andr¨¢s Tolnai,1,3,2
Julian Frattini,1,1,1
Madhavun Candadai Vasu,1,5,1
Eduardo Izquierdo,1,5,1
Nadish de Silva,1,35,1
Octavio Zapata,1,35,1
Ursula Goltz,1,24,1
Laurens P. Stoop,1,3,1
Erik Duijm,1,3,1
Ad J. Feelders,1,3,1
Machteld van den Broek,1,3,1
Kamal Taha,1,6,1
Paul D. Yoo,1,6,1
Chan Yeun,1,6,1
Aya Taha,1,6,1
Richin Sukesh,1,1,1
David Bernecker,1,65,1
Andreas Maier,1,65,1
Elli Angelopoulou,1,65,1
Sabrina Herbst,1,1,1
Vincenzo De Maio,1,1,1
Ivona Brandic,1,1,1
Nicole Novielli,1,2,1
M. Lakner,1,1,1
P. Petek,1,1,1
M. ?kapin Rugelj,1,1,1
Ale? Bizjak,1,18,1
Alexis Bernadet,1,72,1
St¨¦phane Jean Lengrand,1,72,1
Barnaby D. Martin,1,20,1
Fr¨¦d¨¦ric Lang,1,24,1
Radu Mateescu,1,24,1
Yordan Kalmukov,1,13,1
Vince B¨¢r¨¢ny,1,140,1
Georg Gottlob,1,140,1
Andi Wahju Rahardjo Emanuel,1,6,1
Daniel Jahja Surjawan,1,6,1
Rob J. van Glabbeek,1,24,1
Ulas Bagci,1,156,1
Yuki Fujimoto,1,4,1
Toru Ohira,1,4,1
Mathieu Cliche,1,67,1
David Rosenberg,1,67,1
Dhruv Madeka,1,67,1
Fabian Lenke,1,1,1
Henning Urbat,1,2,3
Max Maass,1,21,1
Pascal Wichmann,1,21,1
Henning Prid?hl,1,21,1
Dominik Herrmann,1,21,1
Fabio Calefato,1,2,1
Giuseppe Iaffaldano,1,2,1
Filippo Lanubile,1,2,1
Antonio Lategano,1,2,1
Magali Sanches Duran,1,9,1
Sandra Maria Alu¨ªsio,1,9,1
Ajinkya Kadu,1,11,1
Tristan van Leeuwen,1,11,1
K. Joost Batenburg,1,11,1
Teresa Heiss,1,17,1
Hubert Wagner,1,17,1
Masahito Ohue,1,3,1
Takuro Yamazaki,1,3,1
Tomohiro Ban,1,3,1
Yutaka Akiyama,1,3,1
Tatyana Dyakonova,1,22,1
Sarfaraz Hussein,1,156,1
Kunlin Cao,1,156,1
Qi Song,1,156,1
Myagmarbayar Nergui,1,8,1
Jose Gonzalez,1,8,1
Dongyun Gu,1,8,1
Weidong Chen,1,8,1
Kenzo Nonami,1,8,1
Wenwei Yu,1,8,1
Connie Yee,1,67,1
Muzamil Yahia,1,6,1
Fabio D'Andreagiovanni,1,21,1
Carlo Mannino,1,21,1
Antonio Sassano,1,21,1
Giles Tetteh,1,14,1
Markus Rempfler,1,14,1
Bjoern H. Menze,1,14,1
Claus Zimmer,1,14,1
Nathan Siegle Hartmann,1,9,1
Matthijs van Leeuwen,1,11,1
Riccardo Zucca,1,3,1
Hoang Le,1,3,2
Mikail Rubinov,1,3,1
Paul Verschure,1,3,1
Sergiu Bursuc,1,4,1
Shiwei Xu,1,4,1
Abhishek Bhrushundi,1,3,1
Srikanth Srinivasan,1,3,1
Valentina Franzoni,1,41,1
Jasmin Ramadani,1,14,1
Nevrez Imamoglu,1,8,1
Zhixuan Wei,1,8,1
Huangjun Shi,1,8,1
Yuki Yoshida,1,8,1
Mourad Debbabi,1,47,1
Lingyu Wang,1,47,1
Yair Censor,1,4,1
Yehuda Zur,1,4,1
Jonito Aerts Argu?lles,1,6,1
Helmut Fischer,1,10,1
Petr Lisonek,1,7,1
Thijs Laarhoven,1,5,1
Cl¨¦ment Carbonnel,1,10,1
Emmanuel H¨¦brard,1,10,1
Vladimir Dzyuba,1,11,1
Ye Guo,1,2,1
Zeyun Yu,1,2,1
Cyriac Grigorious,1,5,1
Thomas Kalinowski,1,5,1
Joe Ryan,1,5,1
Sudeep Stephen,1,5,1
Lenar Iskhakov,1,1,1
Maksim Mironov,1,1,1
Giovanna J. Lavado,1,11,1
Giovanni Pighizzini,1,11,1
Luca Prigioniero,1,11,1
Yuanxi Li,1,41,1
Clement H. C. Leung,1,41,1
Alfredo Milani,1,41,1
Saed Alrabaee,1,47,1
Paria Shirani,1,47,1
Michele Gusso,1,4,1
Urs Aeberhard,1,4,1
Masanori Takano,1,7,1
Kazuya Wada,1,7,1
Ichiro Fukuda,1,7,1
Jo?o Vinagre,1,1,1
Al¨ªpio M¨¢rio Jorge,1,1,1
Rakesh Venkat,1,15,1
Henry Yuen,1,15,1
Alexander Spenke,1,17,1
Ralph Breithaupt,1,17,1
Niek Tax,1,428,1
Ilya Verenich,1,428,1
Marcello La Rosa,1,428,1
Marlon Dumas,1,428,1
Ke Liu,1,2,1
Nadia Heninger,1,53,1
Emmanuel Thom¨¦,1,53,1
J¨¦r¨¦mie Chalopin,1,20,1
Shantanu Das,1,20,1
Yann Disser,1,20,1
Jan Hackfeld,1,20,1
Paolo Penna,1,20,1
Anil Usumezbas,1,19,1
Ricardo Fabbri,1,19,1
Benjamin B. Kimia,1,19,1
Shintaro Narisada,1,1,1
Diptarama Hendrian,1,1,1
Kazuyuki Narisawa,1,1,1
Philippe Czaja,1,4,1
Massimo Celino,1,4,1
Simone Giusepponi,1,4,1
Francisco Prieto-Castrillo,1,39,1
Alex Pentland,1,39,1
Robert Colvin,1,27,1
Larissa Meinicke,1,27,1
Kirsten Winter,1,27,1
Andrius Velykis,1,27,1
J¨¡nis Iraids,1,3,2
Daniel Nagaj,1,3,1
Andrzej Kisielewicz,1,14,1
Maja H. Kirkeby,1,4,1
Mads Rosendahl,1,4,1
E. Abraham,1,38,1
Joshua Fried,1,53,1
Pierrick Gaudry,1,53,1
M. Brain,1,38,1
B. Buchberger,1,38,1
A. Cimatti,1,38,1
P. Fontaine,1,38,1
S. Forrest,1,38,1
A. Griggio,1,38,1
D. Kroening,1,38,1
W. M. Seiler,1,38,1
T. Sturm,1,38,1
Konstantin Kobylkin,1,6,1
Paolo Pareti,1,78,1
Benoit Testu,1,78,1
Shunsuke Inenaga,1,1,1
Ayumi Shinohara,1,1,1
Abdullah Almaatouq,1,39,1
Vincenza Carchiolo,1,34,1
Alessandro Longheu,1,34,1
Michele Malgeri,1,34,1
Giuseppe Mangioni,1,34,1
Lars Hupel,1,10,1
Stephan-A. Posselt,1,11,1
Heiko Niedermayer,1,11,1
Holger Kinkelin,1,11,1
Oliver Hanka,1,11,1
J. Abbott,1,38,1
B. Becker,1,38,1
A. M. Bigatti,1,38,1
Akihiro Munemasa,1,3,1
