author,h_index,total_citations,paper_count
D. J. Wilson,1,24,1
R. J. Bradford,1,24,1
Fatma El-Ghannam,1,347,1
Tarek El-Shishtawy,1,347,1
Puneet Kumar,1,14,1
Dharminder Kumar,1,14,1
Narendra Kumar,1,14,1
Siva Anantharaman,1,2,1
Christopher Bouchard,1,2,1
Micha?l Rusinowitch,1,2,1
Md. Amir Khusru Akhtar,1,2,2
G. Sahoo,1,2,2
Jamil Hamodi,1,9,1
George L Barnes,1,5,1
Guillem Godoy,1,23,2
Cristiano Calcagno,1,28,1
R¨¦mi Bonnet,1,11,1
Alain FInkel,1,11,1
Yusuf Perwej,1,22,1
Asif Perwej,1,22,1
Femke van Raamsdonk,1,22,1
Sumit Sharma,1,10,1
Marco Lucamarini,1,22,1
Rohitt Sharma,1,10,1
Roman Kontchakov,1,43,1
Ian Pratt-Hartmann,1,44,2
Paramjit Singh,1,10,1
Michael Zakharyaschev,1,43,1
Bill Edwards,1,90,1
Matthew Steven Bauer,1,10,1
Hideki Tsuiki,1,6,1
Qingqing Yuan,1,4,1
Hirotada Kobayashi,1,3,1
Keiji Matsumoto,1,3,1
Nils Bruin,1,6,1
Sander R. Dahmen,1,6,1
Aditya Mahajan,1,10,1
Thierry Bouche,1,27,1
Bernard Boigelot,1,22,1
Julien Brusten,1,22,1
Alasdair Urquhart,1,5,1
Christian Mathissen,1,52,1
Youssef Bassil,1,34,1
R. J. van Glabbeek,1,100,1
G. D. Plotkin,1,100,1
Beno? t Valiron,1,20,1
James Brotherston,1,28,1
Ulrike von Luxburg,1,125,1
Mohammad Alwani,1,34,1
Pradeep Singla,1,27,1
Nikola Trcka,1,37,1
Md Al Emran Hossain,1,1,1
H. M. Mutasim Billah,1,1,1
Sandeep Udayagiri,1,8,1
Fabrice Chevalier,1,25,1
Manfred Droste,1,9,2
Guo-Qiang Zhang,1,9,1
Wilfried Huss,1,4,1
Ecaterina Sava,1,4,1
Wolfgang Woess,1,4,1
Guy McCusker,1,13,1
Robert W. Spekkens,1,90,1
Haruna Isah,1,2,1
Daniel Gayo-Avello,1,310,1
Nicolas Catusse,1,2,1
Victor Chepoi,1,2,1
Yann Vax¨¨s,1,2,1
Naoki Nishida,1,23,1
Masahiko Sakai,1,23,1
Martin Hils,1,41,1
Jacob Vosmaer,1,6,1
Vida Dujmovic,1,46,1
Joachim Gudmundsson,1,46,1
Thomas Wolle,1,46,1
Elena Dimitrova,1,41,1
Luis David Garcia-Puente,1,41,1
Franziska Hinkelmann,1,41,1
Markus Maier,1,125,1
Matthias Hein,1,125,1
Brandilyn Stigler,1,41,1
Michael Stillman,1,41,1
Paola Vera-Licona,1,41,1
Toshiki Sakabe,1,23,1
Nicholas Ruozzi,1,23,1
Tino Teige,1,11,1
Colin Stirling,1,22,1
Sylvain Lebresne,1,5,1
Philipp Weis,1,54,1
Martin Fr?nzle,1,11,1
Iman Narasamdya,1,10,1
Marco Roveri,1,10,1
Mark Bickford,1,23,1
Samir Genaim,1,8,1
Jeroen Ketema,1,15,1
Damiano Zanardini,1,8,1
Pietro Di Gianantonio,1,14,1
Christian Urban,1,67,1
G. Gutin,1,14,1
D. Karapetyan,1,14,1
I. Razgon,1,14,1
Catalin Hritcu,1,8,1
Michael T. Goodrich,1,18,1
Cezary Kaliszyk,1,67,1
Julie De Pril,1,23,1
Peter Hancock,1,70,1
Pierre Hyvernat,1,2,2
Johan van Benthem,1,34,1
Nils Gesbert,1,22,1
Jouko Vaananen,1,34,1
Abdul S. Jarrah,1,41,1
Yashbir Singh,1,101,1
Thomas Reps,1,92,1
Mooly Sagiv,1,92,1
Siddharth Srivastava,1,92,1
Greta Yorsh,1,92,1
Shun Watanabe,1,3,1
Ryutaroh Matsumoto,1,3,1
Tomohiko Uyematsu,1,3,1
Samuel Humeau,1,1,1
Daniela Petrisan,1,15,2
D. Cacciagrano,1,21,1
F. Corradini,1,21,1
C. Palamidessi,1,21,1
Zhigang Cao,1,10,2
Xiaoguang Yang,1,10,2
Joseph Halpern,1,23,1
Sabina Petride,1,23,1
Andreas Schnabl,1,29,1
Chin Soon Lee,1,17,1
Alejandro Diaz-Caro,1,37,1
Stefano Pirandola,1,4,1
Samuel L. Braunstein,1,4,1
Seth Lloyd,1,4,1
Cezara Dragoi,1,32,1
Constantin Enea,1,32,1
Yan Jurski,1,32,1
Mihaela Sighireanu,1,32,1
Susan Leavy,1,2,1
Marco Faella,1,11,1
Emilie Pine,1,2,1
Jean-Yves Marion,1,9,1
Mark T Keane,1,2,1
Tal Lev-Ami,1,92,1
Luis Pinto,1,12,1
Philipp Kohl,1,1,1
Nils Freyer,1,1,1
Mohammad Raza,1,26,1
Philippa Gardner,1,26,1
Yoka Kr?mer,1,1,1
Scott Aaronson,1,3,1
Olha Shkaravska,1,39,1
Marko van Eekelen,1,39,1
Ron van Kesteren,1,39,1
Goetz Schwandtner,1,3,1
Christoph Benzmueller,1,16,1
Michael Kohlhase,1,16,1
Henri Werth,1,1,1
Kohtaro Tadaki,1,17,1
Steffen Wolf,1,1,1
Jan-Willem Roorda,1,2,1
William Blum,1,31,1
Bodo Kraft,1,1,1
Michael Bauland,1,51,1
Ilka Schnoor,1,51,1
Zhifang Zhang,1,228,1
Mulan Liu,1,228,1
Yeow Meng Chee,1,228,1
San Ling,1,228,1
Huaxiong Wang,1,228,1
Matthias Meinecke,1,1,1
Filip Murlak,1,24,1
Albert Z¨¹ndorf,1,1,1
Bernard Mourrain,1,39,1
Jose Espirito Santo,1,12,1
Ralph Matthes,1,12,1
Tero Harju,1,9,1
Petitpierre Claude,1,8,1
Maciej Baczmanski,1,1,1
Kevin Millikin,1,10,1
C. Kupke,1,48,1
Y. Venema,1,48,1
Matthew Hague,1,27,1
Mateusz Wasala,1,1,1
Jan Hoffmann,1,65,1
Jan Johannsen,1,65,1
Rajeev Alur,1,128,1
Tomasz Kryjak,1,2,2
Ender Konukoglu,1,32,2
Ant¨®n Makarov,1,4,1
Eric Pacuit,1,103,1
Koen Claessen,1,2,1
Yuxin Deng,1,111,2
M¨¢rcio M. Taddei,1,4,1
Carroll Morgan,1,110,1
Eneko Osaba,1,4,1
Giacomo Franceschetto,1,4,1
Esther Villar-Rodriguez,1,4,1
Izaskun Oregi,1,4,1
Hartmut Ehrig,1,61,1
Reiko Heckel,1,61,1
Shahab Saquib Sohail,1,101,1
Piero A. Bonatti,1,69,1
Faiza Farhat,1,101,1
Mohammad Nadeem,1,101,1
Paolo Coppola,1,20,1
Philippe Tr¨¦buchet,1,39,1
Dag ?ivind Madsen,1,101,1
Salvador Lima L¨®pez,1,23,1
Jeremy Sproston,1,100,1
Friedrich Eisenbrand,1,44,1
Naokata Shikuma,1,26,1
Eul¨¢lia Farr¨¦-Maduell,1,23,1
Shadi Atalla,1,101,1
Martin Escardo,1,47,1
J. J. M. M. Rutten,1,30,1
Wathiq Mansoor,1,101,1
Filippo Betello,1,6,1
Milad Niqui,1,10,1
Mari?lle Stoelinga,1,34,1
Federico Siciliano,1,6,1
Pushkar Mishra,1,6,1
Fabrizio Silvestri,1,6,1
Laura Bocchi,1,2,2
Adrien Guignard,1,17,1
Eric Sopena,1,17,1
Andy King,1,22,2
Kohei Honda,1,30,1
Alexander Ek,1,5,3
Manuel Gadella,1,16,1
Daria Walukiewicz-Chrzaszcz,1,13,1
Jacek Chrzaszcz,1,13,1
Jan Tretmans,1,1,1
Anna Zamansky,1,11,1
Alessandro Ferrante,1,40,1
Mimmo Parente,1,40,1
Tibor Sloboda,1,2,1
Luk¨¢? Hudec,1,2,1
Wanda Bene?ov¨¢,1,2,1
Rashid Barket,1,3,1
Michael A. Bender,1,16,1
S¨¢ndor P. Fekete,1,16,1
Alexander Kr?ller,1,16,1
Vincenzo Liberatore,1,16,1
Joseph S. B. Mitchell,1,16,1
Valentin Polishchuk,1,16,1
Jukka Suomela,1,16,1
J¨¹rgen Gerhard,1,3,1
Jyotishka Ray Choudhury,1,1,1
Hubert Comon-Lundh,1,14,1
Aytijhya Saha,1,1,1
Nicolas Perrin,1,14,1
Ghassan Oreiby,1,101,1
Nicola Gambino,1,119,1
Sarbojit Roy,1,1,1
Subhajit Dutta,1,1,1
Theresa Pekarek Rosin,1,2,1
Stefan W?hrle,1,36,1
Franck van Breugel,1,55,1
Babita Sharma,1,55,1
Stefan Wermter,1,2,1
Sheikh Enayet Ullah,1,3,1
M. G. Rashed,1,4,1
Edmund Burke,1,16,1
Qin Ma,1,4,1
Luc Maranget,1,4,1
M. Sajjadur Rahim,1,4,1
Qiqi Yan,1,64,1
Jonathan Hayman,1,30,1
Sk. Enayet Ullah,1,4,1
Florence Lev¨¦,1,22,1
Gw¨¦na?l Richomme,1,22,1
Ben Moszkowski,1,18,1
Hasni Neji,1,9,1
Mathilde Bouvel,1,19,2
Dominique Rossin,1,19,1
Ridha Bouallegue,1,9,1
Sylvain Conchon,1,20,1
Neil D. Jones,1,32,1
Nina Bohr,1,32,1
Aldar C-F. Chan,1,1,1
Evelyne Contejean,1,20,1
Mohamed Iguernelala,1,20,1
Ashley Montanaro,1,19,1
Radha Jagadeesan,1,30,3
Sujatha Srinivasan,1,4,1
Corin Pitcher,1,1,1
James Riely,1,72,2
Veronique Cortier,1,47,1
Michael Rusinovitch,1,47,1
Sivakumar Ramakrishnan,1,4,1
Saket Warade,1,8,1
Vincent Atassi,1,25,1
Jagannath Aghav,1,8,1
Sylvain Lombardy,1,73,1
Jean Mairesse,1,73,1
Christophe Prieur,1,73,1
S¨¦bastien Verel,1,28,1
Philippe Collard,1,28,1
Marco Tomassini,1,28,1
Leonardo Vanneschi,1,28,1
Arnaud Spiwack,1,31,1
Morten Heine S?rensen,1,4,1
Gijs van Cuyck,1,1,1
Sasha Rubin,1,109,1
Lars van Arragon,1,1,1
Greg Slabaugh,1,3,1
Vladimir Sazonov,1,8,1
Benoit Larose,1,98,1
Cynthia Loten,1,98,1
Christos Bourantas,1,3,1
M. W. Bunder,1,2,1
W. M. J. Dekkers,1,2,1
<br> Jean-Francois Raskin,1,240,1
Noomene Ben Henda,1,52,1
Qianni Zhang,1,3,1
Klaus Aehlig,1,61,1
Dimitar P. Guelev,1,8,1
Ranjit Jhala,1,111,1
Kenneth L. McMillan,1,111,1
Akihiro Tanaka,1,1,1
Shuvendu K. Lahiri,1,46,1
Eugen Zalinescu,1,47,1
Juniper Tyree,1,1,1
Emil Kiss,1,30,1
Matthew Valeriote,1,30,1
Nir Piterman,1,315,1
Sanjiang Li,1,7,1
Mingsheng Ying,1,7,1
Maurice Margenstern,1,11,1
Roland Axelsson,1,35,1
Anton Bj?rklund,1,1,1
Rafal Somla,1,35,1
Jarmo M?kel?,1,1,1
Kai Puolam?ki,1,1,1
Andre Nies,1,109,1
J. R. B. Cockett,1,183,1
Stephen Lack,1,183,1
Alejandro Pe?a,1,3,1
Aythami Morales,1,3,1
Julian Fierrez,1,3,1
Javier Ortega-Garcia,1,3,1
James Laird,1,8,2
Marcos Grande,1,3,1
Joerg Hoffmann,1,19,1
Carla Gomes,1,19,1
Bart Selman,1,19,1
Pascal Tesson,1,46,1
Denis Therien,1,46,1
Corina S. Pasareanu,1,24,1
Radek Pelanek,1,24,1
Willem Visser,1,24,1
R. Schott,1,1,1
Jean Gallier,1,1,1
Thomas Ball,1,46,1
Byron Cook,1,46,1
Yoram Hirshfeld,1,43,1
Parosh Abdulla,1,34,1
Pritha Mahata,1,34,1
I?igo Puente,1,3,1
Keijo Heljanko,1,254,1
Tommi Junttila,1,254,1
Timo Latvala,1,254,1
Viktor Schuppan,1,254,1
Rasmus E. M?gelberg,1,14,1
Rasmus Lerchedahl Petersen,1,14,1
Viv Kendon,1,17,1
Olivier Maloyer,1,17,1
Grzegorz Rozenberg,1,20,1
Tamara Babaian,1,4,1
Noah Torp-Smith,1,76,1
Erich Graedel,1,31,1
Aram W. Harrow,1,36,1
Pawel Wocjan,1,36,1
Le-Chi Tuan,1,4,1
Chitta Baral,1,4,1
Tran Cao Son,1,4,1
Rifat Ara Shams,1,3,1
Solomon Feferman,1,13,1
Pascal Pons,1,60,1
Matthieu Latapy,1,60,1
Kohei Suenaga,1,66,1
Lucian Wischik,1,66,1
Ph. Feinsilver,1,1,1
Amr Sabry,1,43,1
Daniele Gorla,1,27,1
Gonzalo Cordova,1,3,1
Frank Neven,1,96,1
Arnaud Carayol,1,21,2
Francois Lamarche,1,44,1
Jonas Bayer,1,4,2
Binh-Minh Bui-Xuan,1,7,1
Michel Habib,1,7,1
Simone Severini,1,13,1
Kristian Stoevring,1,34,1
Aleksey Gonus,1,1,1
Valentin Goranko,1,97,1
Dimiter Vakarelov,1,97,1
Jeremy Avigad,1,17,1
Harvey Friedman,1,17,1
Riccardo Pucella,1,17,1
Joerg Flum,1,25,1
James G. Schmolze,1,4,1
Christoph Benzm¨¹ller,1,1,1
Dana S. Scott,1,1,1
Doug Goldson,1,19,1
Marek Perkowski,1,49,1
Christopher Hardin,1,5,1
Alp Atici,1,4,1
Rocco A. Servedio,1,4,1
Malgorzata Biernacka,1,93,1
Arya Mazumdar,1,24,1
Randal E. Bryant,1,55,1
N. V. Antonov,1,21,1
Antonin Kucera,1,182,1
Juliana K. Vizzotto,1,43,1
Justin Tonkinson,1,9,1
N. M. Gulitskiy,1,21,1
Herv¨¦ Daud¨¦,1,25,1
Marc Mezard,1,25,1
Thierry Mora,1,25,1
Riccardo Zecchina,1,25,1
Erik Palmgren,1,24,2
Vineet Gupta,1,29,1
Philippe Preux,1,54,1
Venanzio Capretta,1,154,1
Phuong Nguyen,1,25,1
Stephen Cook,1,25,1
A. Broadbent,1,39,1
A. A. Methot,1,39,1
Marcus Pivato,1,13,1
Joseph Y. Halpern,1,17,1
Gennadiy Averyanov,1,1,1
Kit Mills Bransby,1,3,1
Dave Bacon,1,78,1
Giovanni Luca Ciampaglia,1,5,1
J. Vond?ejc,1,23,1
David Soloveichik,1,27,1
J. Zeman,1,23,1
Michael Huth,1,15,1
Luca Dall'Asta,1,123,1
Ignacio Alvarez-Hamelin,1,123,1
Alain Barrat,1,123,1
Alexei Vazquez,1,123,1
Alessandro Vespignani,1,123,1
A. O. Stauffer,1,6,1
I. Marek,1,23,1
William Marfo,1,9,1
Vincent Moreau,1,4,1
Alexander Gutfraind,1,1,1
Jesse Alama,1,10,1
Bolanle Hafiz Matti,1,9,1
Smarajit Das,1,1,1
Ismail. B. Mustapha,1,1,1
Shafaatunnur Hasan,1,1,1
Hatem S Y Nabbus,1,1,1
Mohamed Mostafa Ali Montaser,1,1,1
Sunday Olusanya Olatunji,1,1,1
Siti Maryam Shamsuddin,1,1,1
Marc Hermes,1,6,1
Naresh Sharma,1,1,1
Anton Kolonin,1,1,1
Andrey Kurpatov,1,1,1
Artem Molchanov,1,1,1
Sebastian Skritek,1,4,1
Christian Schmidt,1,1,2
Heinrich Martin Overhoff,1,1,2
M. Sauerhoff,1,58,1
D. Sieling,1,58,1
Eli Biham,1,95,1
Siddharth Muthukrishnan,1,1,1
Dan Kenigsberg,1,95,1
Tal Mor,1,95,1
Cosma Rohilla Shalizi,1,52,1
Sam van Gool,1,4,2
Elisa Tonello,1,2,1
Georgi Jordanov,1,23,1
Nina Dobrinkova,1,23,1
Gordon Plotkin,1,8,2
Bed?ich Soused¨ªk,1,23,1
Mart¨ªn H?tzel Escard¨®,1,8,2
Daniel Gon?alves,1,1,1
Pascal Ochem,1,3,2
Arshiya Khan,1,2,1
Chase Cotton,1,2,1
Jorge Cordova,1,3,1
Arnaud de Mesmay,1,4,1
M. J. Arno,1,10,1
Md. Ahsan Habib,1,4,1
M. A. H. Akhand,1,4,1
Nihil Shah,1,2,1
Nigel Rees,1,2,1
Kelly Holding,1,2,1
Mark Sujan,1,2,1
Timo Camillo Merkl,1,4,1
Reinhard Pichler,1,4,1
G. C¨¢mara-Ch¨¢vez,1,28,1
William R. Schwartz,1,28,1
D. Menotti,1,28,1
Md. Abdus Samad Kamal,1,4,1
Thomas Powell,1,3,2
Fran?ois Pitois,1,4,2
Elena Di Lavore,1,5,1
Wenjie Fang,1,5,2
Robert Baumgartner,1,5,1
Nicolas Munnich,1,2,1
Dmitry Gavinsky,1,16,1
J. Maurice Rojas,1,53,1
Martin Roetteler,1,16,1
Anantha Padmanabha,1,4,1
Ming Lam Leung,1,12,1
Ayberk Tosun,1,1,1
Ahmad Idrissi-Yaghir,1,6,1
Henning Sch?fer,1,6,1
Nadja Bauer,1,6,1
Christoph M. Friedrich,1,6,1
Shengyu Zhang,1,12,1
Dominique Duval,1,21,1
Jean-Claude Reynaud,1,21,1
Martin Korp,1,22,1
Yichen Huang,1,152,1
Zeph Landau,1,152,1
Ankit Mundra,1,4,1
Geetanjali Rathee,1,4,1
Meenu Chawla,1,4,1
Nitin Rakesh,1,4,1
Ashsutosh Soni,1,4,1
R. F. Prates,1,28,1
K. Okumura,1,1,1
M. Shiino,1,1,1
Guillaume Geoffroy,1,2,1
R¨¦mi Morvan,1,2,1
Guojun Wu,1,3,1
Luoshan Xu,1,3,1
Daniel Hausmann,1,1,1
Vasileios Zografos,1,7,1
Bernard Buxton,1,7,1
Shuai Jiang,1,6,1
Hugo Paquet,1,1,1
Takahiro Sanada,1,2,1
Csilla Bujt¨¢s,1,5,1
Pakanun Dokyeesun,1,5,1
Barbara Petit,1,26,1
Henry DeYoung,1,3,1
Oleg Chertov,1,7,1
Dan Tavrov,1,7,1
Chong Shen,1,4,2
Pavel A. Pevzner,1,1,1
Dongsheng Zhao,1,4,5
Amrita Suresh,1,10,2
Tobias Runge,1,1,1
Tabea Bordis,1,1,1
Alex Potanin,1,1,1
Thomas Th¨¹m,1,1,1
Ina Schaefer,1,1,1
Ekaterina Shemyakova,1,6,1
Shoji Yuen,1,2,1
Bart Bogaerts,1,1,1
Maxime Jakubowski,1,1,1
Jan Van den Bussche,1,1,1
Maicon A. Sartin,1,1,1
Alexandre C. R. da Silva,1,1,1
Senosy Arrish,1,24,1
Fadhil Noer Afif,1,24,1
Ahmadu Maidorawa,1,24,1
Naomie Salim,1,24,1
W. B. Langdon,1,10,1
Ioan O. Hupca,1,18,1
Ozan Kahramanogullari,1,8,1
Joel Falcou,1,18,1
Laura Grigori,1,18,1
Hamdi Yalin Yalic,1,1,1
Rocco De Nicola,1,37,1
Andrea Jim¨¦nez,1,14,1
Radek Stompor,1,18,1
Amor Lazzez,1,47,1
Piotr Krasnowski,1,2,1
Jerome Lebrun,1,2,1
Bruno Martin,1,2,1
Ruben Ascoli,1,2,1
Livia Betti,1,2,1
Jacob Lehmann Duke,1,2,1
Xuyan Liu,1,2,1
Wyatt Milgrim,1,2,1
Steven J. Miller,1,2,1
Eyvindur A. Palsson,1,2,1
B. V. Ashwinkumar,1,58,1
Dmitry S. Ananichev,1,58,1
Jason Z. S. Hu,1,3,1
Brigitte Pientka,1,3,1
Xiaoquan Xu,1,4,2
Tomoya Yoshida,1,1,1
Evgen Pavlov,1,10,1
Yuri G. Gordienko,1,10,1
Dmitry N. Kozlov,1,3,1
Yiannis Giannakopoulos,1,11,1
Slawomir Koziel,1,45,1
Leifur Leifsson,1,45,1
Ferhat Alkan,1,1,1
T¨¹rker B?y?ko?lu,1,1,1
Marc Demange,1,1,1
Cesim Erten,1,1,1
Vincent van Oostrom,1,4,1
Vladimir V. Gusev,1,58,1
Mikhail V. Volkov,1,58,1
Pierre Chambart,1,10,1
Harika Asili,1,10,1
Omer Ozgur Tanriover,1,10,1
Most. Fahmida Akter,1,16,1
Fazly Rabbi,1,16,1
Marzia Ahmed,1,16,1
Mohammad Asaduzzaman,1,16,1
Marek Gagolewski,1,16,1
Francisco Romero Acosta,1,2,1
Santiago Velazquez Iannuzzelli,1,2,1
Karol Chlasta,1,52,2
Corey J. Maley,1,2,1
Thomas Bellitto,1,8,2
Md. Mamunur Rashid,1,16,1
Marek Czachor,1,25,1
Rob C. Wagner,1,3,1
Sabrina Afrin Simi,1,16,1
Joyeta Saha,1,16,1
Muhammad Golam Kibria,1,16,1
Lev Bekenev,1,10,1
Joseph Meleshko,1,2,1
Mark S. Everitt,1,3,1
Sonja Linghui Shan,1,2,2
Shiguang Feng,1,15,2
Yang Li,1,12,1
Max Zeuner,1,4,1
Xin Chen,1,3,1
Alex Reibman,1,3,1
Sanjay Arora,1,3,1
Geoffrey Exoo,1,7,2
Vitor Garcia dos Santos,1,6,1
Ivandr¨¦ Paraboni,1,6,1
Jasmin Blanchette,1,1,1
Petar Vukmirovi?,1,20,2
Mohammod Abul Kashem,1,16,1
Barbara Hammer,1,17,1
Michael Raskin,1,1,1
Sachin Lakra,1,1,1
T. V. Prasad,1,1,1
G. Ramakrishna,1,1,1
Klesti Hoxha,1,4,1
Alda Kika,1,4,1
Eriglen Gani,1,4,1
Silvana Greca,1,4,1
Vaibhav Jha,1,3,1
Mohit Jha,1,3,1
GK Sharma,1,3,1
Hajime Ishihara,1,8,1
Daniel Krenn,1,5,1
Konrad Burnik,1,27,1
Olexander Gatsenko,1,10,1
M. V. Pomazanov,1,3,1
Martin L. Jones,1,3,1
Petr Jan?ar,1,2,1
Elchanan Mossel,1,73,1
S Akshay,1,4,1
Omer Tamuz,1,74,2
R Govind,1,4,1
Francesco Guzzi,1,6,1
George Kourousias,1,6,1
Fulvio Bill¨¨,1,6,1
Roberto Pugliese,1,6,1
Alessandra Gianoncelli,1,6,1
Sergio Carrato,1,6,1
Alexandre Goy,1,1,1
Ulrike Kuhl,1,17,1
Andr¨¦ Artelt,1,17,1
Mitre C. Dourado,1,5,1
Marisa Gutierrez,1,5,1
Christian Attiogbe,1,4,1
Christoph Welzel-Mohr,1,1,1
Giulio Chiribella,1,57,1
Claudio A. Mezzina,1,3,1
Antonio Casares,1,8,1
Alaa Abi-Haidar,1,26,1
Luis M. Rocha,1,26,1
Daniele Dell'Erba,1,5,1
Axel Kohnert,1,159,1
Sylvain Perifel,1,1,1
Stefan Zetzsche,1,2,1
Matteo Sammartino,1,2,1
Vera Koponen,1,5,1
Felix Weitk?mper,1,5,1
Tetsuya Takaishi,1,9,2
Panos Giannopoulos,1,18,1
Dolav Nitay,1,5,1
Michal Ziv-Ukelson,1,5,1
Sylwia Cichacz,1,5,3
Karol Suchan,1,5,2
Christian Knauer,1,18,1
Christoph Wagner,1,2,1
Benjamin Braun,1,3,1
Kaitlin Bruegge,1,3,1
Matthew Kahle,1,3,1
Anna Schmitt,1,1,1
Tatjana Zec,1,5,1
Milana Grbi?,1,5,1
Aleksandar Milosavljevic,1,3,1
Peter Habermehl,1,32,2
Gunter Rote,1,18,1
Jan Martens,1,3,1
Erik. P. de Vink,1,3,1
Eric Munday,1,2,1
Jos C. M. Baeten,1,3,1
Cesare Carissimo,1,3,1
John Sylvester,1,6,1
Daniel Werner,1,18,1
Margarita Veshchezerova,1,8,1
Silvia Tondato,1,5,1
Magnus Baunsgaard Kristensen,1,4,1
Daniel Gratzer,1,4,1
Gregory Gutin,1,4,1
Md Moniruzzaman Emon,1,9,1
Tareque Rahman Ornob,1,9,1
Moqsadur Rahman,1,9,1
Claude Quitt¨¦,1,5,1
Julian Jakob,1,25,1
Alexsandro Oliveira Alexandrino,1,5,1
Andre Rodrigues Oliveira,1,5,1
Ulisses Dias,1,5,1
Zanoni Dias,1,5,1
Dylan McDermott,1,3,1
Alan Mycroft,1,3,1
Bal¨¢zs Keszegh,1,1,1
S. Bardelli,1,12,1
Claudia Ferretti,1,12,1
L¨¦onard Brice,1,15,1
Vladimir V. Kornyak,1,5,1
David Nowak,1,20,1
Gustav Grabolle,1,1,1
Raven Beutner,1,8,1
Paige Randall North,1,9,2
Viv M. Kendon,1,3,1
Sonwabile Mafunda,1,2,1
Sufiyan Mallu,1,2,1
Jacopo Emmenegger,1,2,2
Egbert Rijke,1,76,2
Tim Kr?uter,1,2,1
Adrian Rutle,1,2,1
Harald K?nig,1,2,1
Yngve Lamo,1,2,1
Sinan Gultekin,1,1,1
Achille Globo,1,1,1
Andrea Zugarini,1,1,1
Marco Ernandes,1,1,1
Leonardo Rigutini,1,1,1
Henri Lombardi,1,5,1
Shivam Gupta,1,2,1
Priyansh Agrawal,1,2,1
Jyoti Meena,1,2,1
Michel Parigot,1,26,1
Bjarni V. Halld¨®rsson,1,3,1
Rodrigo S. C. Leao,1,1,1
Thibaut Balabonski,1,3,1
Luca Andrea Ludovico,1,12,1
Giorgio Presti,1,12,1
Maurizio Rinaldi,1,12,1
Valmir C. Barbosa,1,3,2
Jens Christian Claussen,1,9,4
Krzysztof Ziemia¨½ski,1,18,2
Paul Wilson,1,7,1
Dan Ghica,1,7,1
Sascha Kurz,1,159,1
Fran?ois Thir¨¦,1,9,1
Tom de Jong,1,8,3
Yacine Amara,1,4,1
Abdenour Amamra,1,4,1
Yasmine Daheur,1,4,1
Lamia Saichi,1,4,1
Akira Terui,1,21,2
Tobias Kretz,1,22,1
Zaid Amin,1,3,1
Iztok Bani?,1,8,1
Andrej Taranenko,1,8,1
Maike Kaufman,1,22,1
Deepak Kapur,1,5,1
Tobias Winkler,1,7,1
Christina Gehnen,1,7,1
Virender Ranga,1,2,1
Dirk Tolson III,1,4,1
Dwight Anderson Williams II,1,4,1
Nazlena Mohamad Ali,1,3,1
Alan F. Smeaton,1,3,1
Youyou Cong,1,3,1
Chiaki Ishio,1,3,1
Kaho Honda,1,3,1
Kenichi Asai,1,3,1
Andreas Triantafyllopoulos,1,9,1
Uwe Reichel,1,9,1
Shuo Liu,1,9,1
Stephan Huber,1,9,1
Antoine Lanco,1,3,1
Guillaume Melquiond,1,3,1
Emilie Grienenberger,1,9,1
Gabriel Hondet,1,9,1
Michael Schreckenberg,1,22,1
Seulkee Baek,1,19,1
Mario Carneiro,1,19,1
Tom¨¢s Aguilar-Fraga,1,4,1
Jennifer Elder,1,4,1
Rebecca E. Garcia,1,4,1
Kimberly P. Hadaway,1,4,1
Pamela E. Harris,1,4,1
Kimberly J. Harry,1,4,1
Imhotep B. Hogan,1,4,1
Jakeyl Johnson,1,4,1
Jan Kretschmann,1,4,1
Kobe Lawson-Chavanu,1,4,1
J. Carlos Mart¨ªnez Mori,1,4,1
Casandra D. Monroe,1,4,1
Daniel Qui?onez,1,4,1
Kristin E. Lauter,1,30,1
Katherine E. Stange,1,30,1
Dmitriy Zhuk,1,2,1
Sulin Song,1,1,1
Lan Lei,1,1,1
Yehong Shao,1,1,1
Florian Eyben,1,9,1
Bj?rn W. Schuller,1,9,1
Vikraman Choudhury,1,5,1
Janice L. Coen,1,8,1
Fabio Pasquali,1,2,2
Fernando Lucatelli Nunes,1,15,1
Craig C. Douglas,1,8,1
Benjamin Bisping,1,8,1
Steffen van Bakel,1,9,2
Anthony Vodacek,1,8,1
Lubo? Brim,1,2,1
Samuel Pastva,1,2,1
David ?afr¨¢nek,1,2,1
Giuseppe Di Battista,1,3,1
Fabrizio Frati,1,3,1
Jaroslav Bend¨ªk,1,6,1
Marijn J. H. Heule,1,19,1
Saeed Shurrab,1,161,1
Rehab Duwairi,1,161,1
Zhen Wang,1,8,1
Masahito Hayashi,1,154,1
Ghulam Mujtaba,1,3,1
Ahmad Fayyaz,1,3,1
Mohammad Farhad Bulbul,1,3,1
Fazal Wahab Karam,1,3,1
Ali Zahir,1,3,1
Michael D. Weiner,1,1,2
Mostafa Gholami,1,10,1
Yaser Rowshan,1,10,1
Luca Ciccone,1,1,1
R. Lambiotte,1,140,1
Krasimir Yordzhev,1,4,3
Yoshiharu Kohayakawa,1,2,1
Hong-Jian Lai,1,1,1
Benjamin B?hm,1,18,1
M. Ausloos,1,140,1
Jakub R¨®?ycki,1,2,1
Troy Lee,1,18,1
Runze Wang,1,5,1
Spencer Woolfson,1,5,1
Purandar Bhaduri,1,1,1
Nikola Bene?,1,2,1
M. Granitzer,1,1,1
